s	label	match	strunz	notes	elements	crystal	url	ima
gcmin:terlinguaite	Terlinguaite	<https://www.mindat.org/1:1:3914:3>	03.DD.20	Turner H W (1900) The Terlingua Mining District, Brewster Co., Texas. Mining and Scientific Press 81, 64.	Hg | O | Cl	monoclinic	http://www.mindat.org/min-3914.html	
gcmin:ternesite	Ternesite	<https://www.mindat.org/1:1:7330:7>	09.AH.20	Irran E, Tillmanns E, Hentschel G (1997) Ternesite, Ca_5_(SiO_4_)_2_SO_4_, a new mineral from the Ettringer Bellerberg/Eifel, Germany, Mineralogy and Petrology 60, 121-132	Ca | Si | O | S	orthorhombic	http://www.mindat.org/min-7330.html	IMA1995-015
gcmin:ternovite	Ternovite	<https://www.mindat.org/1:1:7331:4>	04.FM.15	Subbotin V V, Voloshin A V, Pakhomozskii Y A, Men'shikov Y P, Subbotina G F (1997) Ternovite, (Mg,Ca)Nb_4_O_11_·nH_2_O, a new mineral and other hydrous tetraniobates from carbonatites of the Vuoriyarvi massif, Kola Peninsula, Russia. Neues Jahrbuch für Mineralogie, Monatshefte 1997, 49-60	Mg | Nb | O | H		http://www.mindat.org/min-7331.html	IMA1992-044
gcmin:terranovaite	Terranovaite	<https://www.mindat.org/1:1:7332:1>	09.GF.05	Galli E, Quartieri S, Vezzalini G, Alberti A, Franzini M (1997) Terranovaite from Antarctica: a new 'pentasil' zeolite, American Mineralogist 82, 423-429	Na | Ca | Al | Si | O | H	orthorhombic	http://www.mindat.org/min-7332.html	IMA1995-026
gcmin:terrywallaceite	Terrywallaceite	<https://www.mindat.org/1:1:42804:4>	02.JB.40a	Yang H, Downs R T, Evans S H, Pinch W W (2013) Terrywallaceite, AgPb(Sb,Bi)_3_S_6_, isotypic with gustavite, a new mineral from Mina Herminia, Julcani Mining District, Huancavelica, Peru. American Mineralogist 98, 1310-1314	Ag | Pb | Sb | Bi | S	monoclinic	http://www.mindat.org/min-42804.html	IMA2011-017
gcmin:terskite	Terskite	<https://www.mindat.org/1:1:3915:0>	09.DM.40	Khomyakov A P, Semenov E I, Voronkov A A, Nechelyustov G N (1983) Terskite, Na_4_ZrSi_6_O_16_·2H_2_O, a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 112(2), 226-232 Chemical formula changed from Na_4_ZrSi_6_O_16_·2H_2_O: Grice J D, Rowe R, Poirier G (2015) Hydroterskite: A new mineral species from the Saint-Amable Sill, Quebec, and a comparison with terskite and elpidite. The Canadian Mineralogist 53, 821-832	Na | Zr | Si | O | H	orthorhombic	http://www.mindat.org/min-3915.html	IMA1982-039
gcmin:tertschite	Tertschite	<https://www.mindat.org/1:1:3916:7>	06.EB.20	Meixner, H (1953) Einige Boratminerale (Colemanit und Tertschit, ein neues Mineral) aus der Türkei, Fortschritte der Mineralogie 31, 39-42	Ca | B | O | H		http://www.mindat.org/min-3916.html	
gcmin:teruggite	Teruggite	<https://www.mindat.org/1:1:3917:4>	06.FA.25	Aristarain L F, Hurlut C S (1968) Teruggite, 4CaO·MgO·6B2O3·As2O5·18H2O, a new mineral from Jujuy, Argentina, American Mineralogist 53, 1815-1827	Ca | Mg | As | B | O | H	monoclinic	http://www.mindat.org/min-3917.html	IMA1968-007
gcmin:teschemacherite	Teschemacherite	<https://www.mindat.org/1:1:3918:1>	05.AA.25	Dana J D, Brush G J (1868) 735. Teschemacherite, in A System of Mineralogy, Fifth Edition, John Wiley and Sons (New York) 705-705	N | H | C | O	orthorhombic	http://www.mindat.org/min-3918.html	
gcmin:tetra-auricupride	Tetra-auricupride	<https://www.mindat.org/1:1:3920:4>	01.AA.10b	Dunn P J, Fleischer M, Chao G Y, Cabri L J, Mandarino J A (1983) New mineral names, American Mineralogist 68, 1248-1252	Cu | Au		http://www.mindat.org/min-3920.html	IMA1982-005
gcmin:tetradymite	Tetradymite	<https://www.mindat.org/1:1:3921:1>	02.DC.05	Haidinger W (1831) Notiz über den rhomboëdrischen Wismuthglanz, Zeitschrift für Physik und Mathematik 9, 129-132	Bi | Te | S	hexagonal	http://www.mindat.org/min-3921.html	
<https://w3id.org/geochem/1.0/mingroup/29337>	Tetradymite Group	<https://www.mindat.org/1:1:29337:8>					https://mindat.org/min-29337.html	
gcmin:tetraferriannite	Tetraferriannite	<https://www.mindat.org/1:1:7333:8>	09.EC.20	Wahl W (1925) Die Gesteine des Wiborger Rapakiwigebietes, Fennia 45, 83-88 Name changed from monrepite: Rieder M, Cavazzini G, D'Yakonov Y S, Frank-Kamenetskii V A, Gottardt G, Guggenheim S, Koval P V, Muller G, Neiva A M R, Radoslovich E W, Robert J L, Sassi F P, Takeda H, Weiss Z, Wones D R (1998) Nomenclature of the micas, The Canadian Mineralogist 36, 905-912 Name changed from tetra-ferri-annite: Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135	K | Fe | Si | O | H	monoclinic, hexagonal	http://www.mindat.org/min-7333.html	
gcmin:tetraferriphlogopite	Tetraferriphlogopite	<https://www.mindat.org/1:1:3922:8>	09.EC.20	Wahl W (1925) Die Gesteine des Wiborger Rapakiwigebietes, Fennia 45, 83-88 Redefined: Rieder M, Cavazzini G, D'Yakonov Y S, Frank-Kamenetskii V A, Gottardt G, Guggenheim S, Koval P V, Muller G, Neiva A M R, Radoslovich E W, Robert J L, Sassi F P, Takeda H, Weiss Z, Wones D R (1998) Nomenclature of the micas, The Canadian Mineralogist 36, 905-912 Name changed from tetra-ferriphlogopite: Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135	K | Mg | Si | Fe | O | H		http://www.mindat.org/min-3922.html	
gcmin:tetraferroplatinum	Tetraferroplatinum	<https://www.mindat.org/1:1:3923:5>	01.AG.40	Cabri L J, Feather C E (1975) Platinum-iron alloys: a nomenclature based on a study of natural and synthetic alloys, The Canadian Mineralogist 13, 117-126	Pt | Fe	tetragonal	http://www.mindat.org/min-3923.html	IMA1974-012b
<https://w3id.org/geochem/1.0/mingroup/3924>	Tetrahedrite	<https://www.mindat.org/1:1:3924:2>	02.GB.05	Haidinger W (1845) Zweite Klasse: Geogenide. XIV. Ordnung. Glanze. I. Dystomglanz. Tetraedrit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 563-570	Cu | Sb | S	cubic	https://mindat.org/min-3924.html	
<https://w3id.org/geochem/1.0/mingroup/29338>	Tetrahedrite Group	<https://www.mindat.org/1:1:29338:7>					https://mindat.org/min-29338.html	
gcmin:tetrahedrite-cd	Tetrahedrite-(Cd)	<https://www.mindat.org/1:1:470685:0>	02.GB				https://www.mindat.org/min-470685.html	
gcmin:tetrahedrite-cu	Tetrahedrite-(Cu)	<https://www.mindat.org/1:1:470477:1>	02.GB				https://www.mindat.org/min-470477.html	
gcmin:tetrahedrite-fe	Tetrahedrite-(Fe)	<https://www.mindat.org/1:1:53590:0>	02.GB.05				https://www.mindat.org/min-53590.html	
gcmin:tetrahedrite-hg	Tetrahedrite-(Hg)	<https://www.mindat.org/1:1:53861:5>	02.GB.05				https://www.mindat.org/min-53861.html	
gcmin:tetrahedrite-mn	Tetrahedrite-(Mn)	<https://www.mindat.org/1:1:55767:4>	02.GB				https://www.mindat.org/min-55767.html	
gcmin:tetrahedrite-zn	Tetrahedrite-(Zn)	<https://www.mindat.org/1:1:53583:0>	02.GB.05				https://www.mindat.org/min-53583.html	
gcmin:tetrarooseveltite	Tetrarooseveltite	<https://www.mindat.org/1:1:3926:6>	08.AD.55	Sejkora J, Rídkošil T (1994) Tetrarooseveltite, ß-Bi(AsO4), a new mineral species from Moldava deposit, the Krušné hory Mts., Northwestern Bohemia, Czech Republic, Neues Jahrbuch für Mineralogie, Monatshefte 1994, 179-184	Bi | As | O	tetragonal	http://www.mindat.org/min-3926.html	IMA1993-006
gcmin:tetrataenite	Tetrataenite	<https://www.mindat.org/1:1:3927:3>	01.AE.10	Clarke R S, Scott E R D (1980) Tetrataenite- ordered FeNi, a new mineral in meteorites, American Mineralogist 65, 624-630	Fe | Ni	monoclinic, tetragonal	http://www.mindat.org/min-3927.html	IMA1979-076
gcmin:tetrawickmanite	Tetrawickmanite	<https://www.mindat.org/1:1:3928:0>	04.FC.15	White J S, Nelen J A (1973) Tetrawickmanite, tetragonal MnSn(OH)6 a new mineral from North Carolina, and the stottite group, The Mineralogical Record 4, 24-30	Mn | Sn | O | H	tetragonal	http://www.mindat.org/min-3928.html	IMA1971-018
gcmin:thadeuite	Thadeuite	<https://www.mindat.org/1:1:3929:7>	08.BH.05	Isaacs A, Peacor D R, Kelly W C (1979) Thadeuite, Mg(Ca,Mn)(Mg,Fe,Mn)2(PO4)2(OH,F)2, a new mineral from Panasqueira, Portugal, American Mineralogist 64, 359-361	Ca | Mg | P | O | H | F	orthorhombic	http://www.mindat.org/min-3929.html	IMA1978-001
gcmin:thalcusite	Thalcusite	<https://www.mindat.org/1:1:3930:3>	02.BD.30	Kovalenker V A, Laputina I P, Evstigneeva T L, Izoitko V M (1976) Thalcusite, Cu3-x, Tl2Fe1+xS4, a new thallium sulfide from copper-nickel ores of the Talnakh deposits, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 105, issue 2, 202-206	Cu | Fe | Tl | S	tetragonal	http://www.mindat.org/min-3930.html	IMA1975-023
gcmin:thalfenisite	Thalfenisite	<https://www.mindat.org/1:1:3932:7>	02.FC.05	Rudashevskii N S, Karpenov A M, Shipova G S, Shishkin N N, Ryabkin V A (1979) Thalfenisite, the thallium analogue of djerfisherite, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 108, issue 6, 696-701	Tl | Fe | Ni | S | Cl	cubic	http://www.mindat.org/min-3932.html	IMA1979-018
gcmin:thalhammerite	Thalhammerite	<https://www.mindat.org/1:1:52899:1>	02.BC.45	Vymazalová A, Laufek F, Sluzhenikin S F, Kozlov V V, Stanley C J, Plášil J, Zaccarini F, Garuti G, Bakker R (2018) Thalhammerite, Pd_9_Ag_2_Bi_2_S_4_, a new mineral from the Talnakh and Oktyabrsk deposits, Noril'sk region, Russia. Minerals 8, 339	Pd | Ag | Bi | S	tetragonal	https://www.mindat.org/min-52899.html	IMA2017-111
gcmin:thalliumpharmacosiderite	Thalliumpharmacosiderite	<https://www.mindat.org/1:1:46085:5>	08.DK.10	Rumsey, M.S., Mills, S.J., Spratt, J., Hay, D.G. and Färber, G. (2014) Thalliumpharmacosiderite, IMA 2013-124. CNMNC Newsletter No. 20, June 2014, page 553; Mineralogical Magazine, 78, 549-558.	Tl | Fe | As | O | H	cubic	https://www.mindat.org/min-46085.html	IMA2013-124
gcmin:thalenite-y	Thalénite-(Y)	<https://www.mindat.org/1:1:3931:0>	09.BJ.20	Benedicks C (1898) Thalénit, frän Österby i Dalarne, Geologiska Föreningens i Stockholm Förhandlingar 20, 308-312 Name changed from thalenite: Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042 Formula changed from Y_3_Si_3_O_10_(OH): Škoda R, Plášil J, Jonsson E, Copjaková R, Langhof J, Galiová M V (2015) Redefinition of thalénite-(Y) and discreditation of fluorthalénite-(Y): a re-investigation of type material from the Österby pegmatite, Dalarna, Sweden, and from additional localities. Mineralogical Magazine 79, 965-983	Y | Si | O | F	monoclinic	http://www.mindat.org/min-3931.html	
gcmin:thaumasite	Thaumasite	<https://www.mindat.org/1:1:3933:4>	07.DG.15	Nordenskiöld A E (1878) Sur une nouvelle espèce minérale nommée thaumasite, Comptes Rendus Hebdomadaires des Séances de l'Académie des Sciences 87, 313-314	Ca | Si | O | H | S | C	hexagonal	http://www.mindat.org/min-3933.html	
gcmin:theisite	Theisite	<https://www.mindat.org/1:1:3934:1>	08.BE.75	Williams S A (1982) Theisite, a new mineral from Colorado, Mineralogical Magazine 46, 49-50	Cu | Zn | As | O | H	hexagonal, orthorhombic	http://www.mindat.org/min-3934.html	IMA1980-040
gcmin:theoparacelsite	Theoparacelsite	<https://www.mindat.org/1:1:10589:7>	08.BB.65	Sarp H, Cerný R (2001) Theoparacelsite, Cu_3_(OH)_2_As_2_O_7_, a new mineral: its description and crystal structure, Archives des Sciences, Genève 54, 7-14	Cu | O | H | As	orthorhombic	http://www.mindat.org/min-10589.html	IMA1998-012
gcmin:theophrastite	Theophrastite	<https://www.mindat.org/1:1:3936:5>	04.FE.05	Marcopoulos T, Economou M (1981) Theophrastite, Ni(OH)_2_, a new mineral from northern Greece, American Mineralogist 66, 1020-1021	Ni | O | H	hexagonal	http://www.mindat.org/min-3936.html	IMA1980-059
gcmin:thermessaite	Thermessaite	<https://www.mindat.org/1:1:32287:4>	03.CG.25	Demartin F, Gramaccioli C M, Campostrini I, Orlandi P (2008) Thermessaite, K2[AlF3 SO4], a new ino-aluminofluoride-sulfate from La Fossa crater, Vulcano, Aeolian Islands, Italy, The Canadian Mineralogist 46, 693-700	K | Al | F | S | O	orthorhombic	http://www.mindat.org/min-32287.html	IMA2007-030
gcmin:thermessaite-nh4	Thermessaite-(NH<sub>4</sub>)	<https://www.mindat.org/1:1:39963:6>	03.CG.25	Garavelli, A., Mitolo, D. and Pinto, D. (2012) Thermessaite-(NH4), IMA 2011-077. CNMNC Newsletter No. 12, February 2012, page 152; Mineralogical Magazine, 76, 151-155	N | H | Al | F | S | O	orthorhombic	https://www.mindat.org/min-39963.html	IMA2011-077
gcmin:thermonatrite	Thermonatrite	<https://www.mindat.org/1:1:3938:9>	05.CB.05	Haidinger W (1845) Erste Klasse: Akrogenide. IV. Ordnung. Salze. I. Natronsalz. Thermonatrit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 487-492	Na | C | O | H	orthorhombic	http://www.mindat.org/min-3938.html	
<https://w3id.org/geochem/1.0/mingroup/29230>	Thiospinel Group	<https://www.mindat.org/1:1:29230:6>					https://mindat.org/min-29230.html	
gcmin:tholins	Tholins	<https://www.mindat.org/1:1:46723:8>	10.CA				https://www.mindat.org/min-46723.html	
gcmin:thomasclarkite-y	Thomasclarkite-(Y)	<https://www.mindat.org/1:1:7336:9>	05.DC.20	Grice J D, Gault R A (1998) Thomasclarkite-(Y), a new sodium — rare–earth–element bicarbonate mineral species from Mont Saint-Hilare, Quebec, The Canadian Mineralogist 36, 1293-1300	Na | Y | H | C | O	monoclinic	http://www.mindat.org/min-7336.html	IMA1997-047
gcmin:thometzekite	Thometzekite	<https://www.mindat.org/1:1:3939:6>	08.CG.15	Schmetzer K, Nuber B, Mendenbach O (1985) Thometzekite, a new mineral from Tsumeb, Namibia, and symmetry relations in the tsumcorite-helmutwinklerite family, Neues Jahrbuch für Mineralogie, Monatshefte 1985, 446-452	Pb | Cu | As | O | H	monoclinic	http://www.mindat.org/min-3939.html	IMA1982-103
gcmin:thomsenolite	Thomsenolite	<https://www.mindat.org/1:1:3940:2>	03.CB.40	Dana J D, Brush G J (1868) 169. Thomsenolite, in A System of Mineralogy, Fifth Edition, John Wiley and Sons (New York) 129-130	Na | Ca | Al | F | H | O	monoclinic	http://www.mindat.org/min-3940.html	
<https://w3id.org/geochem/1.0/mingroup/28896>	Thomsonite	<https://www.mindat.org/1:1:28896:9>					https://mindat.org/min-40115.html	
gcmin:thomsonite-ca	Thomsonite-Ca	<https://www.mindat.org/1:1:3941:9>	09.GA.10	Brooke H J (1820) On mesotype, needlestone, and thomsonite, Annals of Philosophy 16, 193-194 Name change from thomsonite, when thomsonite-Sr was discovered: Pekov I V, Lovskaya E V, Turchkova A G, Chukanov N V, Zadov A E, Rastsvetaeva R K, Kononkova N N (2001) Thomsonite-Sr (Sr, Ca)2Na[Al2Si5O20]·6–7H2O, a new zeolite mineral from Khibiny Massif (Kola Peninsula) and thomsonite-Ca—thomsonite-Sr an isomorphous series, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 130, issue 4, 46-55	Na | Ca | Al | Si | O | H	orthorhombic	https://www.mindat.org/min-3941.html	
gcmin:thomsonite-sr	Thomsonite-Sr	<https://www.mindat.org/1:1:28899:6>	09.GA.10	Pekov I V, Lovskaya E V, Turchkova A G, Chukanov N V, Zadov A E, Rastsvetaeva R K, Kononkova N N (2001) Thomsonite-Sr (Sr, Ca)2Na[Al2Si5O20]·6–7H2O, a new zeolite mineral from Khibiny Massif (Kola Peninsula) and thomsonite-Ca—thomsonite-Sr an isomorphous series, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 130, issue 4, 46-55	Na | Sr | Al | Si | O | H	orthorhombic	http://www.mindat.org/min-28899.html	IMA2000-025
gcmin:thorbastnasite	Thorbastnäsite	<https://www.mindat.org/1:1:3942:6>	05.BD.20a	Pavlenko A S, Orlova L P, Akhmanova M V, Tobelko K I (1965) A thorium fluocarbonate, thorbastnaesite, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 94, issue 1, 105-113	Th | Ca | C | O | F | H	hexagonal	http://www.mindat.org/min-3942.html	
gcmin:thoreaulite	Thoreaulite	<https://www.mindat.org/1:1:3943:3>	04.DG.15	Buttgenbach H (1933) La thoreaulite, nouvelle espèce minérale, Annales de la Société Géologique de Belgique 56, 327-331	Sn | Ta | O	monoclinic	http://www.mindat.org/min-3943.html	
gcmin:thorianite	Thorianite	<https://www.mindat.org/1:1:3944:0>	04.DL.05	Dunstan W (1904) The occurrence of thorium in Ceylon, Nature 69, 510-511	Th | O	cubic	http://www.mindat.org/min-3944.html	
gcmin:thorikosite	Thorikosite	<https://www.mindat.org/1:1:3945:7>	03.DC.40	Dunn P J, Rouse R C (1985) Freedite and thorikosite from Långban, Sweden, and Laurion, Greece: two new species related to the synthetic bismuth oxyhalides, American Mineralogist 70, 845-848	Pb | O | Sb | H | Cl	tetragonal	http://www.mindat.org/min-3945.html	IMA1984-013
gcmin:thorite	Thorite	<https://www.mindat.org/1:1:3946:4>	09.AD.30	Originally named thorina: Gahn J G, Berzelius J, Wallman C, Eggertz H P (1817) Examination of some minerals found in the neighbourhood of Fahlun, and of their situation, Annals of Philosophy 9, 452-460	Th | Si | O	tetragonal	http://www.mindat.org/min-3946.html	
gcmin:thornasite	Thornasite	<https://www.mindat.org/1:1:3947:1>	09.GF.50	Ansell V E, Chao G Y (1987) Thornasite, a new hydrous sodium thorium silicate from Mont St-Hilaire, Quebec, The Canadian Mineralogist 25, 181-183	Na | Th | Si | O | H	hexagonal	http://www.mindat.org/min-3947.html	IMA1985-050
gcmin:thorneite	Thorneite	<https://www.mindat.org/1:1:39558:8>	07.DC.50	Kampf A R, Housley R M, Marty J (2010) Lead-tellurium oxysalts from Otto Mountain near Baker, California: III. Thorneite, Pb6(Te6+2O10)(CO3)Cl2(H2O), the first mineral with edge-sharing octahedral tellurate dimers, American Mineralogist 95, 1548-1553	Pb | Te | O | C | Cl | H	monoclinic	http://www.mindat.org/min-39558.html	IMA2009-023
gcmin:thorosteenstrupine	Thorosteenstrupine	<https://www.mindat.org/1:1:3949:5>	09.CK.20	Kupriyanova I I, Stolyarova T I, Sidorenko G A (1962) A new thorium silicate - thorosteenstrupine, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 91, 325-330	Ca | Th | Mn | Si | O | F | H		http://www.mindat.org/min-3949.html	
gcmin:thortveitite	Thortveitite	<https://www.mindat.org/1:1:3950:1>	09.BC.05	Schetelig J (1911) Ueber Thortveitit, ein neues Mineral, Centralblatt für Mineralogie, Geologie und Paläontologie 1911, 721-726 Redefined: Schetelig J (1922) Thortveitite, a silicate of scandium, (Sc,Y)2Si2O7, Norsk Geologisk Tidsskrift 6, 233-244	Sc | Si | O	monoclinic	http://www.mindat.org/min-3950.html	
<https://w3id.org/geochem/1.0/mingroup/29438>	Thortveitite Group	<https://www.mindat.org/1:1:29438:6>					https://mindat.org/min-29438.html	
gcmin:thorutite	Thorutite	<https://www.mindat.org/1:1:3951:8>	04.DH.05	Gotman Y D, Khapaev I A (1958) Thorutite - a new mineral of the group of titanites of thorium, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 87(2) 201-202	Th | U | Ca | Ti | O | H	monoclinic	http://www.mindat.org/min-3951.html	
gcmin:threadgoldite	Threadgoldite	<https://www.mindat.org/1:1:3952:5>	08.EB.20	Deliens M, Piret P (1979) Les phosphates d'uranyle et d'aluminium de Kobokobo IV. La threadgoldite, Al(UO2)2(PO4)2(OH)·8H2O, nouveau mineral, Bulletin de Minéralogie 102, 338-341	Al | U | O | P | H	monoclinic	http://www.mindat.org/min-3952.html	IMA1978-066
gcmin:thenardite	Thénardite	<https://www.mindat.org/1:1:3935:8>	07.AD.25	Casaseca J L (1826) Thenardite, The Annals of Philosophy 12, 312-314 Name changed from thenardite to thénardite : Williams P A, Hatert F, Pasero M, Mills S J (2014) IMA Commission on new minerals, nomenclature and classification (CNMNC) Newsletter 20. New minerals and nomenclature modifications approved in 2014. Mineralogical Magazine 78, 549-558	Na | S | O	orthorhombic	http://www.mindat.org/min-3935.html	
gcmin:theresemagnanite	Thérèsemagnanite	<https://www.mindat.org/1:1:3937:2>	07.DD.80	Sarp H (1993) Guarinoite (ZnCoNi)_6_(SO_4_)(OH,Cl)_10_·5H_2_O et theresemagnanite (CoZnNi)_6_(SO_4_)(OH,Cl)_10_·8H_2_O, deux nouveaux minéraux de la mine de Cap Garonne, Var, France, Archives des Sciences, Genève 46, 37-44 Chemistry changed from Co_6_SO_4_(OH)_10_·8H_2_O: Hålenius U, Hatert F, Pasero M, Mills S J (2015) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 27. New minerals and nomenclature modifications approved in 2015. Mineralogical Magazine 79, 1223-1230	Na | Co | S | O | H | Cl	hexagonal	http://www.mindat.org/min-3937.html	IMA1991-026
gcmin:tiberiobardiite	Tiberiobardiite	<https://www.mindat.org/1:1:51560:5>	07.DE.47	Biagioni C, Pasero M, Zaccarini F (2018) Tiberiobardiite Cu_9_Al(SiO_3_OH)_2_(OH)_12_(H_2_O)_6_(SO_4_)_1.5_·10H_2_O, a new mineral related to chalcophyllite from the Cretaio Cu prospect, Massa Marittima, Grosseto (Tuscany, Italy): occurrence and crystal structure. Minerals 8, 152	Cu | Al | Si | O | H | S	hexagonal	https://www.mindat.org/min-51560.html	IMA2016-096
gcmin:tiemannite	Tiemannite	<https://www.mindat.org/1:1:3957:0>	02.CB.05a	Naumann C F (1855) XI. Classe. Galenoide oder Glanze. B. Selenische Glanze. 531. Selenmercur oder Tiemannit, in Elemente der Mineralogie, Wilhelm Engelmann (Leipzig) 425-425	Hg | Se	cubic	http://www.mindat.org/min-3957.html	
gcmin:tienshanite	Tienshanite	<https://www.mindat.org/1:1:3958:7>	09.CL.05	Dusmatov V D, Efimov A F, Alkhazov V Y, Kazakova M E, Mumyatskaya N G (1967) Tienshanite — a new mineral, Doklady Akademii Nauk SSSR 177, 678-680	K | Na | Ca | Ba | Mn | Ti | B | Si | O | H | F	hexagonal	http://www.mindat.org/min-3958.html	IMA1967-028
gcmin:tiettaite	Tiettaite	<https://www.mindat.org/1:1:3959:4>	09.HA.90	Khomyakov A P, Pavlov V P, Rogacheva D L, Zalkind O A, Martynova A V (1993) Tiettaite (Na,K)17FeTiSi16O29(OH)30·2H2O, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 122, issue 1, 121-125	Na | Fe | Ti | Si | O | H	orthorhombic	http://www.mindat.org/min-3959.html	IMA1991-013
gcmin:tikhonenkovite	Tikhonenkovite	<https://www.mindat.org/1:1:3961:7>	03.CC.10	Khomyakov A P, Stepanov V I, Moleva V A, Pudovkina Z V (1964) A new mineral, tikhonenkovite SrAlF4(OH)·H2O, Doklady Akademii Nauk SSSR 156, 104-106	Sr | Al | F | O | H	monoclinic	http://www.mindat.org/min-3961.html	
gcmin:tilasite	Tilasite	<https://www.mindat.org/1:1:3962:4>	08.BB	Sjögren H (1895) Preliminära meddelanden om några undersökningar på svenska mineral. 4. Tilasit eller fluor-adelit från Långban, Geologiska Föreningens i Stockholm Förhandlingar 17, 291-294	Ca | Mg | As | O | F	monoclinic	http://www.mindat.org/min-3962.html	
<https://w3id.org/geochem/1.0/mingroup/39494>	Tilasite Group	<https://www.mindat.org/1:1:39494:1>					https://mindat.org/min-39494.html	
gcmin:tilkerodeite	Tilkerodeite	<https://www.mindat.org/1:1:54348:6>	02.CC				https://www.mindat.org/min-54348.html	
gcmin:tilleyite	Tilleyite	<https://www.mindat.org/1:1:3964:8>	09.BE.82	Larsen E S, Dunham K C (1933) Tilleyite, a new mineral from the contact zone at Crestmore, California, American Mineralogist 18, 469-473	Ca | Si | O | C	monoclinic	http://www.mindat.org/min-3964.html	
gcmin:tillmannsite	Tillmannsite	<https://www.mindat.org/1:1:28901:0>	08.AC.80	Sarp H, Pushcharovsky D Y, MacLean E J, Teat S J, Zubkova N V (2003) Tillmannsite, (Ag_3_Hg)(V,As)O_4_, a new mineral: its description and crystal structure, European Journal of Mineralogy 15, 177-180	Hg | Ag | V | O	tetragonal	http://www.mindat.org/min-28901.html	IMA2001-010
gcmin:timroseite	Timroseite	<https://www.mindat.org/1:1:39836:3>	07.BB.65	Kampf A R, Mills S J, Housley R M, Marty J, Thorne B (2010) Lead-tellurium oxysalts from Otto Mountain near Baker, California: V. Timroseite, Pb2Cu2+5(Te6+O6)2(OH)2, and paratimroseite, Pb2Cu2+4(Te6+O6)2(H2O)2, two new tellurates with Te-Cu polyhedral sheets, American Mineralogist 95, 1560-1568	Pb | Cu | Te | O | H	orthorhombic	http://www.mindat.org/min-39836.html	IMA2009-064
gcmin:tin	Tin	<https://www.mindat.org/1:1:3965:5>	01.AC.10	Mineral name has been known since antiquity and predates any formal descriptive publication.	Sn	tetragonal, cubic	http://www.mindat.org/min-3965.html	
gcmin:tinaksite	Tinaksite	<https://www.mindat.org/1:1:3966:2>	09.DG.75	Rogov Y G, Rogova V P, Voronkov A A, Moleva V A (1965) Tinaksite NaK_2_Ca_2_TiSi_7_O_19_(OH), a new mineral, Doklady Akademii Nauk SSSR 162, 658-661	K | Na | Ca | Ti | Si | O | H	triclinic	http://www.mindat.org/min-3966.html	
gcmin:tincalconite	Tincalconite	<https://www.mindat.org/1:1:3967:9>	06.DA.15	Shepard C U (1878) Extraits de diverses publications. Tincalconite, Bulletin de la Société Minéralogique de France 1, 144-144	Na | B | O | H	hexagonal	http://www.mindat.org/min-3967.html	
gcmin:tinnunculite	Tinnunculite	<https://www.mindat.org/1:1:47018:0>	10.CA.65	Pekov I V, Chukanov N V, Yapaskurt V O, Belakovskiy D I, Lykova I S, Zubkova N V, Shcherbakova E P, Britvin S N, Chervonnyi A D (2016) Tinnunculite, C_5_H_4_N_4_O_3_·2H_2_O: finds at Kola Peninsula, redefinition and validation as a mineral species. Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 145(4), 20-35	C | H | N | O	monoclinic	https://www.mindat.org/min-47018.html	IMA2015-021a
gcmin:tinsleyite	Tinsleyite	<https://www.mindat.org/1:1:3969:3>	08.DH.10	Dunn P J, Rouse R C, Campbell T J, Roberts W L (1984) Tinsleyite, the aluminum analogue of leucophosphite, from the Tip Top pegmatite in South Dakota, American Mineralogist 69, 374-376	K | Al | P | O | H	monoclinic	http://www.mindat.org/min-3969.html	IMA1983-004
